origem,data,remetente,mensagem,mensagem_clean
instagram_csv,,curadobia,"olá pessoal, como vão? meu nome é ana e trabalho junto com a bia paes de barros no curadobia.com.br o curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. acreditamos que a elisa atheniense super se conecta com essa proposta. com quem poderia conversar para falar mais sobre? aguardo vocês!",ola pessoal como vao meu nome e ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia e um marketplace que nasceu com o proposito de reunir em um so lugar pecas que fazem toda a diferenca no armario e ao mesmo tempo sao faceis de usar os chamados neutros com tcharanz acreditamos que a elisa atheniense super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo voces
instagram_csv,,curadobia,"olá! como vão? muito prazer, meu nome é ana e trabalho aqui no curadobia. não sei se recordam, porém conversamos no primeiro semestre do ano passado (2024) sobre esse projeto da bia paes de barros. desde lá, evoluímos bastante e estamos concretizados como um marketplace em potencial crescimento. queremos compartilhar com vocês nosso site para darem uma olhada curadobia.com.br ainda temos a tempo em foco! o que acham de retomarmos contato? aguardo vocês!",ola como vao muito prazer meu nome e ana e trabalho aqui no curadobia nao sei se recordam porem conversamos no primeiro semestre do ano passado <num> sobre esse projeto da bia paes de barros desde la evoluimos bastante e estamos concretizados como um marketplace em potencial crescimento queremos compartilhar com voces nosso site para darem uma olhada curadobia com br ainda temos a tempo em foco o que acham de retomarmos contato aguardo voces
instagram_csv,,cliente,bom dia,bom dia
instagram_csv,,cliente,entrar em contato com a luciana nossa gerente comercial no email gerencia@elisaatheniense.com.br,entrar em contato com a luciana nossa gerente comercial no email gerencia <user> com br
instagram_csv,,curadobia,"olá pessoal, como vão? meu nome é ana e trabalho junto com a bia paes de barros no curadobia.com.br o curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. acreditamos que a a-aurora super se conecta com essa proposta. com quem poderia conversar para falar mais sobre? aguardo vocês!",ola pessoal como vao meu nome e ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia e um marketplace que nasceu com o proposito de reunir em um so lugar pecas que fazem toda a diferenca no armario e ao mesmo tempo sao faceis de usar os chamados neutros com tcharanz acreditamos que a a aurora super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo voces
instagram_csv,,curadobia,essa conta não pode receber sua mensagem porque não aceita novas solicitações de contato de todos.,essa conta nao pode receber sua mensagem porque nao aceita novas solicitacoes de contato de todos
instagram_csv,,curadobia,muito obrigada!,muito obrigada
instagram_csv,,cliente,por nada!,por nada
instagram_csv,,curadobia,"olá pessoal, como vão? meu nome é ana e trabalho junto com a bia paes de barros no curadobia.com.br (insta: @curadobia.oficial). o curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. acreditamos que a aim super se conecta com essa proposta. com quem poderia conversar para falar mais sobre? aguardo vocês!",ola pessoal como vao meu nome e ana e trabalho junto com a bia paes de barros no curadobia com br insta <user> oficial o curadobia e um marketplace que nasceu com o proposito de reunir em um so lugar pecas que fazem toda a diferenca no armario e ao mesmo tempo sao faceis de usar os chamados neutros com tcharanz acreditamos que a aim super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo voces
instagram_csv,,cliente,"olá, tudo bem e com vcs ? vi que vcs enviaram um e-mail para nós, vou responder vcs por lá, ok? um beijo e muito obrigada pelo contato <3",ola tudo bem e com vcs vi que vcs enviaram um e mail para nos vou responder vcs por la ok um beijo e muito obrigada pelo contato < <num>
instagram_csv,,cliente,oi,oi
instagram_csv,,cliente,a regata chiquetosa vai voltar pro estoque?,a regata chiquetosa vai voltar pro estoque
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,curadobia,olá! bom dia. como vão? aguardamos a resposta de vocês por lá então. obrigada.,ola bom dia como vao aguardamos a resposta de voces por la entao obrigada
instagram_csv,,curadobia,"oi, karyna! bom dia, tudo bem? vamos verificar!",oi karyna bom dia tudo bem vamos verificar
instagram_csv,,curadobia,"karyna, estoque atualizado!😍",karyna estoque atualizado
instagram_csv,,cliente,reagiu com 🖤 à sua mensagem,reagiu com a sua mensagem
instagram_csv,,cliente,e a regata arrumadona?,e a regata arrumadona
instagram_csv,,cliente,volta pro estoque?,volta pro estoque
instagram_csv,,cliente,boa tarde!! fiz um pedido de uma blusa brilhei no dia 13/01. não recebi nenhum e-mail de confirmação. será que está tudo certo? meu nome é cristiane rocha loures brenner.,boa tarde fiz um pedido de uma blusa brilhei no dia <num> <num> nao recebi nenhum e mail de confirmacao sera que esta tudo certo meu nome e cristiane rocha loures brenner
instagram_csv,,curadobia,"oi cristiane, tudo bem? obrigada pelo seu contato. pode ficar tranquila, vamos verificar para você.",oi cristiane tudo bem obrigada pelo seu contato pode ficar tranquila vamos verificar para voce
instagram_csv,,curadobia,"olá pessoal, como vão? meu nome é ana e trabalho junto com a bia paes de barros no curadobia.com.br o curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. acreditamos que a aylla super se conecta com essa proposta. com quem poderia conversar para falar mais sobre? aguardo vocês!",ola pessoal como vao meu nome e ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia e um marketplace que nasceu com o proposito de reunir em um so lugar pecas que fazem toda a diferenca no armario e ao mesmo tempo sao faceis de usar os chamados neutros com tcharanz acreditamos que a aylla super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo voces
instagram_csv,,cliente,ok! obrigada. vi que foi lançado no meu cartão de crédito.,ok obrigada vi que foi lancado no meu cartao de credito
instagram_csv,,curadobia,"olá pessoal, como vão? meu nome é ana e trabalho junto com a bia paes de barros no curadobia.com.br o curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. acreditamos que a escudero & co super se conecta com essa proposta. com quem poderia conversar para falar mais sobre? aguardo vocês!",ola pessoal como vao meu nome e ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia e um marketplace que nasceu com o proposito de reunir em um so lugar pecas que fazem toda a diferenca no armario e ao mesmo tempo sao faceis de usar os chamados neutros com tcharanz acreditamos que a escudero co super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo voces
instagram_csv,,curadobia,"olá pessoal, como vão? meu nome é ana e trabalho junto com a bia paes de barros no curadobia.com.br o curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. acreditamos que a gammba super se conecta com essa proposta. com quem poderia conversar para falar mais sobre? aguardo vocês!",ola pessoal como vao meu nome e ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia e um marketplace que nasceu com o proposito de reunir em um so lugar pecas que fazem toda a diferenca no armario e ao mesmo tempo sao faceis de usar os chamados neutros com tcharanz acreditamos que a gammba super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo voces
instagram_csv,,curadobia,"olá pessoal, como vão? meu nome é ana e trabalho junto com a bia paes de barros no curadobia.com.br o curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. acreditamos que a giomei super se conecta com essa proposta. com quem poderia conversar para falar mais sobre? aguardo vocês!",ola pessoal como vao meu nome e ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia e um marketplace que nasceu com o proposito de reunir em um so lugar pecas que fazem toda a diferenca no armario e ao mesmo tempo sao faceis de usar os chamados neutros com tcharanz acreditamos que a giomei super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo voces
instagram_csv,,curadobia,"olá pessoal, como vão? meu nome é ana e trabalho junto com a bia paes de barros no curadobia.com.br o curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. acreditamos que a mareu nitschke super se conecta com essa proposta. com quem poderia conversar para falar mais sobre? aguardo vocês!",ola pessoal como vao meu nome e ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia e um marketplace que nasceu com o proposito de reunir em um so lugar pecas que fazem toda a diferenca no armario e ao mesmo tempo sao faceis de usar os chamados neutros com tcharanz acreditamos que a mareu nitschke super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo voces
instagram_csv,,curadobia,"olá pessoal, como vão? meu nome é ana e trabalho junto com a bia paes de barros no curadobia.com.br o curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. acreditamos que a natu super se conecta com essa proposta. com quem poderia conversar para falar mais sobre? aguardo vocês!",ola pessoal como vao meu nome e ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia e um marketplace que nasceu com o proposito de reunir em um so lugar pecas que fazem toda a diferenca no armario e ao mesmo tempo sao faceis de usar os chamados neutros com tcharanz acreditamos que a natu super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo voces
instagram_csv,,cliente,"olá curadobia, tudo bem? agradecemos o interesse pela marca. para garantir que você receba a atenção e cuidado adequados, pedimos a gentileza de encaminhar mais informações como contatos, rede social e portfólio para mkt.conteudo@escuderoonline.com.br. nossa equipe de marketing é especializada nesse assunto. dessa forma, tenho certeza de que eles avaliarão e, se houver interesse, entrarão em contato prontamente. fique à vontade para entrar em contato caso tenha alguma dúvida. estamos aqui para ajudar.",ola curadobia tudo bem agradecemos o interesse pela marca para garantir que voce receba a atencao e cuidado adequados pedimos a gentileza de encaminhar mais informacoes como contatos rede social e portfolio para mkt conteudo <user> com br nossa equipe de marketing e especializada nesse assunto dessa forma tenho certeza de que eles avaliarao e se houver interesse entrarao em contato prontamente fique a vontade para entrar em contato caso tenha alguma duvida estamos aqui para ajudar
instagram_csv,,cliente,ei ana,ei ana
instagram_csv,,cliente,tudo bem?,tudo bem
instagram_csv,,cliente,em março eu vou produzir reposição e cores novas de tudo,em marco eu vou produzir reposicao e cores novas de tudo
instagram_csv,,cliente,agora estou organizando as coisas,agora estou organizando as coisas
instagram_csv,,cliente,aí entro em contato vocês,ai entro em contato voces
instagram_csv,,cliente,pode ser?,pode ser
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,cliente,oi!,oi
instagram_csv,,cliente,a regata arrumadona m,a regata arrumadona m
instagram_csv,,cliente,volta pro estoque?,volta pro estoque
instagram_csv,,curadobia,"oie! obrigada pela resposta. conversamos com a bia e temos interesse em marcar uma reunião já por esses dias pois o curadobia está com uma nova metodologia e com novidades, e mesmo a produção de vocês para março, seria interessante conversar com vocês agora. o que acham? te aguardo!",oie obrigada pela resposta conversamos com a bia e temos interesse em marcar uma reuniao ja por esses dias pois o curadobia esta com uma nova metodologia e com novidades e mesmo a producao de voces para marco seria interessante conversar com voces agora o que acham te aguardo
instagram_csv,,curadobia,oi cristiane! foi confirmado seu pedido.,oi cristiane foi confirmado seu pedido
instagram_csv,,cliente,olá!! obrigada. qual a previsão de entrega?,ola obrigada qual a previsao de entrega
instagram_csv,,cliente,"como uma crítica construtiva, vcs deveriam mandar um e-mail para confirmar o pedido. compro bastante on-line e sempre vem o e-mail do status do pedido!! o cliente fica mais seguro da compra.",como uma critica construtiva vcs deveriam mandar um e mail para confirmar o pedido compro bastante on line e sempre vem o e mail do status do pedido o cliente fica mais seguro da compra
instagram_csv,,cliente,sim,sim
instagram_csv,,cliente,vamos marcar ☺️,vamos marcar
instagram_csv,,cliente,imagem enviada,imagem enviada
instagram_csv,,cliente,oi,oi
instagram_csv,,cliente,eu não recebi a confirmação dessa compra,eu nao recebi a confirmacao dessa compra
instagram_csv,,cliente,"oi ana a marcia fonseca esta em contato com vc, ne? vamos conversar sim, a fernanda tem mto interesse",oi ana a marcia fonseca esta em contato com vc ne vamos conversar sim a fernanda tem mto interesse
instagram_csv,,curadobia,"oi, karyna! bom dia. vimos que você mandou as mesmas mensagens pelo nosso whatsapp. vamos dar seguimento por lá então, tudo bem? obrigada!",oi karyna bom dia vimos que voce mandou as mesmas mensagens pelo nosso whatsapp vamos dar seguimento por la entao tudo bem obrigada
instagram_csv,,cliente,sim,sim
instagram_csv,,cliente,pode,pode
instagram_csv,,curadobia,"oi, cristiane, bom dia! obrigada pela sua mensagem. na verdade, todos os nossos pedidos são enviados o email de confirmação imediatamente, porém, realmente identificamos um erro no nosso sistema que os últimos pedidos não estão recebendo a confirmação. já estamos em contato com o nosso técnico para resolver. obrigada por ter nos informado!",oi cristiane bom dia obrigada pela sua mensagem na verdade todos os nossos pedidos sao enviados o email de confirmacao imediatamente porem realmente identificamos um erro no nosso sistema que os ultimos pedidos nao estao recebendo a confirmacao ja estamos em contato com o nosso tecnico para resolver obrigada por ter nos informado
instagram_csv,,curadobia,"com relação a previsão de entrega, por conta dessa questão na plataforma, as marcas também não receberam a notificação do pedido e por isso irá acabar atrasando um pouco a sua compra. mas nós também já entramos em contato com a stella bastos sobre a sua compra e logo mais ela estará com você. desculpa pelo ocorrido. qualquer coisa nos avise! obrigada por ser nossa cliente. equipe curadobia💕",com relacao a previsao de entrega por conta dessa questao na plataforma as marcas tambem nao receberam a notificacao do pedido e por isso ira acabar atrasando um pouco a sua compra mas nos tambem ja entramos em contato com a stella bastos sobre a sua compra e logo mais ela estara com voce desculpa pelo ocorrido qualquer coisa nos avise obrigada por ser nossa cliente equipe curadobia
instagram_csv,,cliente,ok!! entendi. obrigada pelo retorno. um abraço,ok entendi obrigada pelo retorno um abraco
instagram_csv,,cliente,bia sent an attachment.,bia sent an attachment
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,cliente,"oiii boa tarde , me chamo talita e sou figurinista na emissora cnbc @cnbc licenciada pela @otimesbrasil , uma emissora nova que transmite jornalismo de negócios e é lider mundial no seu segmento. temos no nosso elenco grandes nomes do jornalismo incluido carol barcellos , rita wu, erica reis , christiane pelajo , zeca camargo, natalia ariade estou apenas dando um exemplo do time de peso que faz parte da emissora. as meninas são a cara da marca, elas postam , marcam o @, tem o manequim otimo e sao mega fotogênicas. podemos alinhar a produção , me ajudem rs vai ser uma parceria incrivel ! um beijo e aguardo retorno",oiii boa tarde me chamo talita e sou figurinista na emissora cnbc <user> licenciada pela <user> uma emissora nova que transmite jornalismo de negocios e e lider mundial no seu segmento temos no nosso elenco grandes nomes do jornalismo incluido carol barcellos rita wu erica reis christiane pelajo zeca camargo natalia ariade estou apenas dando um exemplo do time de peso que faz parte da emissora as meninas sao a cara da marca elas postam marcam o tem o manequim otimo e sao mega fotogenicas podemos alinhar a producao me ajudem rs vai ser uma parceria incrivel um beijo e aguardo retorno
instagram_csv,,cliente,bia sent an attachment.,bia sent an attachment
instagram_csv,,cliente,bia sent an attachment.,bia sent an attachment
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,cliente,bia sent an attachment.,bia sent an attachment
instagram_csv,,cliente,"olá, tudo bem? entre em contato com nosso comercial, 085987859507",ola tudo bem entre em contato com nosso comercial <num>
instagram_csv,,cliente,bia sent an attachment.,bia sent an attachment
instagram_csv,,cliente,bia sent an attachment.,bia sent an attachment
instagram_csv,,cliente,oie,oie
instagram_csv,,cliente,chama no mkt@gammba.com,chama no mkt <user> com
instagram_csv,,curadobia,"olá, obrigada!",ola obrigada
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,curadobia,"oi talita! muito bom receber sua mensagem. agradecemos demais o contato e que bacana vocês terem pensado na gente, porém nesse momento nós não estamos trabalhando com produção. de qualquer forma salvamos o teu contato para futuras oportunidades! atenciosamente, equipe curadobia💕",oi talita muito bom receber sua mensagem agradecemos demais o contato e que bacana voces terem pensado na gente porem nesse momento nos nao estamos trabalhando com producao de qualquer forma salvamos o teu contato para futuras oportunidades atenciosamente equipe curadobia
instagram_csv,,curadobia,you sent an attachment.,you sent an attachment
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,cliente,brenda sent an attachment.,brenda sent an attachment
instagram_csv,,curadobia,"olá, tudo bem? bom dia! como funciona o orçamento de studios com vocês, por favor?",ola tudo bem bom dia como funciona o orcamento de studios com voces por favor
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,curadobia,link compartilhado,link compartilhado
instagram_csv,,curadobia,"olá pessoal, como vão? meu nome é ana e trabalho junto com a bia paes de barros no curadobia.com.br o curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. acreditamos que a iara wisnik super se conecta com essa proposta. com quem poderia conversar para falar mais sobre? aguardo vocês!",ola pessoal como vao meu nome e ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia e um marketplace que nasceu com o proposito de reunir em um so lugar pecas que fazem toda a diferenca no armario e ao mesmo tempo sao faceis de usar os chamados neutros com tcharanz acreditamos que a iara wisnik super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo voces
instagram_csv,,curadobia,"olá pessoal, como vão? meu nome é ana e trabalho junto com a bia paes de barros no curadobia.com.br o curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. acreditamos que a l*dnim super se conecta com essa proposta. com quem poderia conversar para falar mais sobre? aguardo vocês!",ola pessoal como vao meu nome e ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia e um marketplace que nasceu com o proposito de reunir em um so lugar pecas que fazem toda a diferenca no armario e ao mesmo tempo sao faceis de usar os chamados neutros com tcharanz acreditamos que a l dnim super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo voces
instagram_csv,,cliente,bia sent an attachment.,bia sent an attachment
instagram_csv,,cliente,bia sent an attachment.,bia sent an attachment
instagram_csv,,cliente,bia sent an attachment.,bia sent an attachment
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,curadobia,"olá pessoal, como vão? meu nome é ana e trabalho junto com a bia paes de barros no curadobia.com.br o curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. acreditamos que a novamente pode se conectar com essa proposta. com quem poderia conversar para falar mais sobre? aguardo vocês!",ola pessoal como vao meu nome e ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia e um marketplace que nasceu com o proposito de reunir em um so lugar pecas que fazem toda a diferenca no armario e ao mesmo tempo sao faceis de usar os chamados neutros com tcharanz acreditamos que a novamente pode se conectar com essa proposta com quem poderia conversar para falar mais sobre aguardo voces
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,curadobia,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,cliente,curtiu uma mensagem,curtiu uma mensagem
instagram_csv,,cliente,brenda sent an attachment.,brenda sent an attachment
instagram_csv,,cliente,bia sent an attachment.,bia sent an attachment
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,cliente,bia sent an attachment.,bia sent an attachment
instagram_csv,,cliente,bia sent an attachment.,bia sent an attachment
instagram_csv,,cliente,"bia, tudo bem? tenho uma festa bem legal e o traje é black and white. pensei na blusa pah, mas queria saber se o tecido fica vistoso e se você recomenda alguma calça mais festa para combinar. beijos julie",bia tudo bem tenho uma festa bem legal e o traje e black and white pensei na blusa pah mas queria saber se o tecido fica vistoso e se voce recomenda alguma calca mais festa para combinar beijos julie
instagram_csv,,cliente,bia sent an attachment.,bia sent an attachment
instagram_csv,,curadobia,oie! td e vc?! fica super vistoso. pode ficar bem. bacana com essa saia tmb,oie td e vc fica super vistoso pode ficar bem bacana com essa saia tmb
instagram_csv,,curadobia,https://www.curadobia.com.br/d-aura/produto/saia-unica,<url>
instagram_csv,,curadobia,😉😉,
instagram_csv,,cliente,brenda sent an attachment.,brenda sent an attachment
instagram_csv,,cliente,bia sent an attachment.,bia sent an attachment
instagram_csv,,cliente,boa noite ! haverá reposição da saia única preta no tamanho 1 ?,boa noite havera reposicao da saia unica preta no tamanho <num>
instagram_csv,,cliente,bia sent an attachment.,bia sent an attachment
instagram_csv,,curadobia,oie! bom dia? tudo bem? obrigada pela sua mensagem! entramos em contato com a marca d-aura que produz a saia e eles nos informaram que em 10 dias irão receber novos estoques da nossa saia única,oie bom dia tudo bem obrigada pela sua mensagem entramos em contato com a marca d aura que produz a saia e eles nos informaram que em <num> dias irao receber novos estoques da nossa saia unica
instagram_csv,,curadobia,quando ela estiver disponível nós vamos te avisar!,quando ela estiver disponivel nos vamos te avisar
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,cliente,ok obrigada,ok obrigada
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,cliente,"oi time da curadobia tudo bem? sou joana, sigo o perfil e amo! tem uma calça que vi numa propaganda, que me apaixonei, mas não encontrei no site. queria saber de onde ela é, por favor. se puderem, vocês me contam? super obrigada! bj",oi time da curadobia tudo bem sou joana sigo o perfil e amo tem uma calca que vi numa propaganda que me apaixonei mas nao encontrei no site queria saber de onde ela e por favor se puderem voces me contam super obrigada bj
instagram_csv,,cliente,imagem enviada,imagem enviada
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,curadobia,link compartilhado,link compartilhado
instagram_csv,,curadobia,link compartilhado,link compartilhado
instagram_csv,,curadobia,link compartilhado,link compartilhado
instagram_csv,,curadobia,link compartilhado,link compartilhado
instagram_csv,,curadobia,link compartilhado,link compartilhado
instagram_csv,,curadobia,amamos!,amamos
instagram_csv,,cliente,brenda sent an attachment.,brenda sent an attachment
instagram_csv,,cliente,https://www.instagram.com/ac.gromann?igsh=mwe4dtziy2izetaxnw==,<url>
instagram_csv,,curadobia,"olá! que bom que você se interessou por nós!! muito bom receber tua mensagem, joana. infelizmente essa calça não está no curadobia e é acervo pessoal da bia mesmo😊 esse video tem a finalidade de apresentar as nossas camisas 💕 esperamos que goste!!",ola que bom que voce se interessou por nos muito bom receber tua mensagem joana infelizmente essa calca nao esta no curadobia e e acervo pessoal da bia mesmo esse video tem a finalidade de apresentar as nossas camisas esperamos que goste
instagram_csv,,curadobia,seguimos a disposição para o que precisar!,seguimos a disposicao para o que precisar
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,curadobia,link compartilhado,link compartilhado
instagram_csv,,cliente,oi boa tarde,oi boa tarde
instagram_csv,,cliente,adquiri uma máxi pantalona valéria mansur,adquiri uma maxi pantalona valeria mansur
instagram_csv,,cliente,p,p
instagram_csv,,cliente,ficou enorme,ficou enorme
instagram_csv,,cliente,como proceder p troca?,como proceder p troca
instagram_csv,,cliente,imagem enviada,imagem enviada
instagram_csv,,cliente,"obrigada pelo retorno, as peças são incríveis! é que me apaixonei por essa calça, então foi ela que me prendeu o olhar! 😉☺️",obrigada pelo retorno as pecas sao incriveis e que me apaixonei por essa calca entao foi ela que me prendeu o olhar
instagram_csv,,cliente,bia sent an attachment.,bia sent an attachment
instagram_csv,,cliente,bia sent an attachment.,bia sent an attachment
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,curadobia,"oi, fátima, bom dia! tudo bem? pode ficar tranquila que iremos dar seguimento com a sua solicitação.",oi fatima bom dia tudo bem pode ficar tranquila que iremos dar seguimento com a sua solicitacao
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,cliente,bia sent an attachment.,bia sent an attachment
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,curadobia,link compartilhado,link compartilhado
instagram_csv,,curadobia,"olá pessoal, como vão? meu nome é ana e trabalho junto com a bia paes de barros no curadobia.com.br o curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. acreditamos que a marca de vocês pode se conectar com essa proposta. com quem poderia conversar para falar mais sobre? aguardo vocês!",ola pessoal como vao meu nome e ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia e um marketplace que nasceu com o proposito de reunir em um so lugar pecas que fazem toda a diferenca no armario e ao mesmo tempo sao faceis de usar os chamados neutros com tcharanz acreditamos que a marca de voces pode se conectar com essa proposta com quem poderia conversar para falar mais sobre aguardo voces
instagram_csv,,cliente,até agora nada!,ate agora nada
instagram_csv,,cliente,"eu sugiro q vcs verifiquem melhor as parcerias de fornecedores, pois não comprarei mais nesta curadoria! infelizmente, gosto mto do trabalho da bia… mas assim inviabiliza!",eu sugiro q vcs verifiquem melhor as parcerias de fornecedores pois nao comprarei mais nesta curadoria infelizmente gosto mto do trabalho da bia mas assim inviabiliza
instagram_csv,,cliente,[sem conteúdo detectável],sem conteudo detectavel
instagram_csv,,curadobia,"oi fátima, tudo bem? bom dia😄 obrigada pela sua mensagem e feedback, é muito importante para nós! estamos conversando por whatsapp, podemos continuar nossa comunicação por lá?",oi fatima tudo bem bom dia obrigada pela sua mensagem e feedback e muito importante para nos estamos conversando por whatsapp podemos continuar nossa comunicacao por la
instagram_csv,,cliente,"olá meninas, tudo bem? comprei a saia preta da d aura em outubro, precisei trocar (foram rapidíssimos), mas só hoje eu soube que não levaram a sacola com a peça a ser trocada (ficou este tempo todo na minha portaria). como faço?",ola meninas tudo bem comprei a saia preta da d aura em outubro precisei trocar foram rapidissimos mas so hoje eu soube que nao levaram a sacola com a peca a ser trocada ficou este tempo todo na minha portaria como faco
instagram_csv,,cliente,linda gladiadora!,linda gladiadora
instagram_csv,,curadobia,oi cristina! que bom que gostou! ela está disponível no nosso site se quiser dar uma olhada: https://www.curadobia.com.br/paula-ferber/produto/gladiadora-elos-castanhoonix-paula-ferber,oi cristina que bom que gostou ela esta disponivel no nosso site se quiser dar uma olhada <url>
instagram_csv,,curadobia,qualquer dúvida sigo a disposição,qualquer duvida sigo a disposicao
instagram_csv,,curadobia,"oi, ana, tudo bem? na época o pessoal da d-aura te instruiu que iriam retirar na sua portaria?",oi ana tudo bem na epoca o pessoal da d aura te instruiu que iriam retirar na sua portaria
instagram_csv,,curadobia,não se preocupe! vamos resolver essa questão😀 que bom que você identificou isso,nao se preocupe vamos resolver essa questao que bom que voce identificou isso
instagram_csv,,curadobia,"fátima, te respondemos no whatsapp mas não recebemos seu retorno, está tudo bem? qualquer coisa sigo aqui à disposição💕",fatima te respondemos no whatsapp mas nao recebemos seu retorno esta tudo bem qualquer coisa sigo aqui a disposicao
instagram_csv,,cliente,sim!,sim
instagram_csv,,cliente,"na verdade foi o porteiro, rs!",na verdade foi o porteiro rs
instagram_csv,,cliente,"tranquilo, obrigada!",tranquilo obrigada
instagram_csv,,cliente,reagiu com 👍 à sua mensagem,reagiu com a sua mensagem
instagram_csv,,cliente,já respondi! sim no wzap,ja respondi sim no wzap
instagram_csv,,cliente,bia sent an attachment.,bia sent an attachment
